id_1,id_2
0,54
1,222
1,213
2,216
2,222
3,206
3,2
4,206
4,21
4,221
4,11
4,210
4,220
4,20
4,8
5,221
5,7
5,220
5,214
5,216
6,5
6,220
6,206
6,216
6,21
6,218
6,221
6,208
6,22
7,221
7,208
7,3
7,6
7,206
7,23
7,220
7,5
8,218
8,4
8,24
8,20
8,216
8,9
8,21
8,220
8,11
8,206
9,11
9,218
9,8
9,206
9,4
9,16
9,221
10,220
10,206
10,216
10,27
11,14
11,210
11,3
11,21
11,220
11,214
11,206
11,4
11,221
11,216
11,28
11,8
11,218
11,15
12,221
12,220
12,214
12,30
12,206
12,216
13,206
13,30
13,221
13,216
14,15
14,11
14,218
14,216
14,3
14,28
14,206
14,29
15,31
15,208
15,29
15,28
15,14
15,206
15,11
16,21
16,11
16,20
16,221
16,8
16,32
16,210
16,206
16,33
16,9
16,4
17,216
17,221
17,34
17,220
17,214
17,206
18,34
18,221
18,220
18,206
18,216
19,208
19,216
19,17
19,35
19,34
19,220
20,216
20,9
20,16
20,21
20,11
20,220
20,4
20,8
20,205
21,216
21,8
21,20
21,9
21,16
21,5
21,11
21,213
21,205
21,4
22,220
22,6
22,221
23,213
23,221
23,220
24,221
24,216
24,8
24,220
25,205
25,221
25,26
25,9
26,25
26,213
26,221
26,219
26,216
26,212
26,220
26,27
27,25
27,213
27,221
27,10
27,216
27,212
27,26
27,219
27,1
28,15
28,213
28,14
28,11
28,29
28,209
29,205
29,216
29,212
29,15
29,219
29,12
30,221
30,212
30,13
30,12
31,220
31,221
31,216
31,15
32,216
32,213
32,221
32,33
32,209
32,220
33,213
33,17
33,221
33,219
33,32
33,34
33,220
33,16
33,19
33,205
34,18
34,221
34,219
34,216
34,220
34,19
34,17
35,220
35,213
35,216
35,19
36,37
36,40
36,210
36,214
36,206
36,221
37,40
37,36
37,39
37,220
37,214
37,38
37,206
37,216
38,216
38,218
38,42
38,221
38,208
38,3
38,37
38,220
38,41
39,218
39,221
39,43
39,3
39,37
39,220
39,206
39,208
39,216
40,220
40,216
41,37
41,220
41,213
41,205
41,221
41,216
41,39
41,38
42,213
42,221
42,216
43,213
43,221
43,216
43,220
44,210
44,58
44,220
44,56
44,206
44,49
44,216
44,52
44,73
45,214
45,206
45,47
45,59
45,210
46,220
46,206
46,221
46,216
47,60
47,216
47,218
47,221
47,3
47,61
47,59
47,48
47,206
48,60
48,206
48,218
48,208
48,216
48,3
48,61
49,210
49,3
49,220
49,214
49,62
49,206
49,218
49,73
49,58
49,221
49,52
49,53
50,221
50,210
50,220
50,214
50,63
51,220
51,214
51,65
51,206
51,64
51,221
51,216
52,220
52,66
52,44
52,53
52,218
52,49
52,3
53,49
53,214
53,218
53,73
53,221
53,58
53,52
53,3
53,220
54,221
54,208
54,0
54,216
54,55
54,210
54,53
54,214
55,206
55,70
55,221
55,208
55,216
55,3
55,54
55,69
56,206
56,73
56,71
56,44
56,218
56,221
56,58
56,3
56,52
56,57
56,220
56,214
56,53
57,220
57,72
57,71
57,221
57,208
58,44
58,1
58,52
58,209
58,220
58,45
58,205
58,47
58,221
58,56
58,59
58,49
59,219
59,220
59,213
59,221
59,216
59,212
60,220
60,213
60,48
60,61
61,220
61,213
61,221
61,212
61,60
61,48
61,47
61,219
61,1
62,221
62,49
62,216
62,63
62,209
62,220
62,213
62,205
63,213
63,221
63,50
63,212
63,49
63,64
63,209
63,219
63,205
64,220
64,213
64,205
64,221
64,216
64,212
64,63
65,220
65,213
65,221
65,216
65,212
65,64
65,51
65,219
66,220
66,221
66,216
66,52
67,220
67,53
67,213
67,54
67,221
68,205
68,0
68,213
68,55
68,221
68,216
68,54
68,209
68,220
0,219
0,55
0,220
0,213
0,221
0,212
69,220
69,205
69,221
69,216
69,70
70,221
70,216
70,212
70,219
70,55
70,220
71,56
71,221
71,216
71,57
71,220
71,205
72,220
72,221
73,52
73,213
73,53
73,56
73,209
73,220
73,49
73,205
73,44
74,206
74,75
74,81
75,220
75,82
75,81
75,206
75,83
75,221
75,216
75,80
75,210
75,3
76,221
76,85
76,220
76,214
76,210
76,206
76,84
77,221
77,79
77,214
77,210
77,206
78,79
78,221
78,208
78,216
78,86
78,220
78,214
78,87
78,206
79,221
79,216
79,85
79,206
79,218
79,78
80,84
80,75
80,3
80,220
80,206
80,218
80,221
80,208
80,216
80,83
81,209
81,74
81,75
81,216
82,205
82,221
82,216
82,75
82,209
82,213
83,220
83,213
83,82
83,221
83,80
84,220
84,76
84,213
84,75
84,221
84,216
84,83
84,85
84,209
84,219
84,205
85,213
85,76
85,216
85,212
85,221
86,221
86,78
86,220
86,213
86,87
87,216
87,212
87,219
87,220
87,86
87,221
88,206
88,91
88,221
88,216
88,89
88,210
88,220
88,214
89,216
89,88
89,92
89,220
90,3
90,93
90,206
90,221
90,208
91,89
91,88
91,221
92,89
92,220
92,213
92,205
93,213
93,90
93,216
94,210
94,98
94,220
94,95
94,100
94,206
94,221
95,216
95,98
95,99
95,220
95,100
95,206
95,218
96,101
96,221
96,216
96,100
96,214
96,210
96,220
97,206
97,102
97,220
97,221
97,216
98,216
98,94
98,209
98,220
98,213
98,205
99,220
99,213
99,221
99,95
99,216
100,98
100,219
100,1
100,220
100,94
100,95
100,205
100,101
100,221
101,219
101,100
101,102
101,96
101,213
101,212
102,101
102,216
102,212
102,219
102,220
102,213
102,97
103,216
103,220
103,206
103,221
104,123
104,216
104,220
104,210
104,112
104,132
105,221
105,216
105,124
105,214
105,210
106,216
106,220
106,214
106,221
107,206
107,216
108,122
108,112
108,220
108,214
108,126
108,123
109,220
109,206
109,208
109,216
109,128
109,218
109,108
110,111
110,216
110,128
110,220
110,214
110,206
111,220
111,206
111,208
111,216
111,3
112,218
112,114
112,210
112,3
112,123
112,214
112,206
112,129
112,221
112,132
113,114
113,206
113,218
113,131
113,208
114,216
114,129
114,130
114,214
114,112
114,220
114,131
114,115
114,218
114,113
114,221
115,114
115,206
115,221
116,131
116,220
116,221
117,118
117,214
117,206
117,221
117,132
118,221
118,208
118,119
118,210
118,132
118,120
118,214
118,206
118,121
118,216
119,221
119,208
119,3
119,118
119,133
119,206
119,120
119,218
120,220
120,214
120,206
120,218
120,221
120,208
120,216
120,133
120,134
120,3
120,119
121,219
121,117
121,1
121,118
121,213
121,221
121,216
121,212
121,103
122,108
122,213
122,216
122,112
122,123
122,209
122,220
122,104
123,108
123,213
123,122
123,221
123,112
123,132
123,1
123,205
123,104
124,106
124,219
124,220
124,105
124,221
124,125
124,216
125,220
125,124
125,213
125,221
126,213
126,128
126,108
126,216
126,109
126,209
127,216
127,109
127,213
128,219
128,1
128,205
128,111
128,108
128,109
128,220
128,213
128,110
128,221
128,216
128,212
128,126
129,113
129,216
129,114
129,112
129,131
129,205
130,220
130,115
130,213
130,114
131,216
131,116
131,114
131,219
131,1
131,129
131,112
131,221
132,209
132,220
132,117
132,118
132,213
132,221
132,216
132,108
132,219
132,122
132,104
132,112
132,123
133,120
133,220
133,205
133,221
133,119
133,216
134,213
134,221
134,220
134,205
135,221
135,216
135,120
135,219
135,134
135,220
136,221
136,151
136,214
136,210
136,206
136,220
