130,48
130,14
130,4
130,11
130,6
130,49
4,39
4,67
4,70
4,72
4,78
4,77
4,95
4,116
4,137
4,179
4,200
4,218
4,198
4,205
4,208
4,210
4,6
4,48
6,16
6,12
6,33
6,37
6,52
6,54
6,71
6,67
6,72
6,78
6,77
6,99
6,93
6,95
6,116
6,117
6,122
6,154
6,173
6,152
6,160
6,166
6,168
6,179
6,204
6,200
6,198
6,205
6,208
6,210
6,8
7,8
7,12
7,54
7,71
7,62
7,61
7,93
7,154
7,191
8,16
8,26
8,12
8,33
8,51
8,52
8,54
8,71
8,62
8,61
8,94
8,97
8,99
8,93
8,117
8,154
8,180
8,191
8,204
8,13
8,21
137,14
11,26
11,12
11,33
11,37
11,39
11,51
11,54
11,62
11,61
11,67
11,70
11,72
11,78
11,77
11,94
11,97
11,99
11,93
11,95
11,117
11,122
11,154
11,166
11,168
11,179
11,180
11,188
11,198
11,205
11,210
12,16
12,26
12,13
12,14
12,19
12,21
13,51
13,62
13,94
13,97
13,122
13,191
14,16
14,33
14,37
14,39
14,52
14,54
14,62
14,61
14,67
14,70
14,72
14,78
14,77
14,94
14,99
14,93
14,116
14,117
14,154
14,173
14,160
14,166
14,168
14,179
14,180
14,204
14,188
14,200
14,218
14,198
14,205
14,208
14,210
16,21
16,26
19,33
19,51
19,52
19,62
19,61
19,94
19,97
19,99
19,122
19,154
19,180
19,191
21,26
21,54
21,71
21,62
21,61
21,93
21,191
154,160
160,48
166,49
166,48
39,48
168,179
48,67
48,70
48,77
48,116
48,179
48,198
48,205
49,67
49,70
49,78
49,77
49,95
49,116
49,205
49,208
49,210
51,52
52,54
62,72
191,198
70,71
198,205
204,205
77,78
208,210
94,95
