32,37
32,31
37,11
1,86
1,73
1,11
1,6
1,22
86,4
6,82
6,210
6,112
6,176
6,77
6,205
6,107
6,171
6,116
6,125
6,182
6,29
6,93
6,221
6,56
6,129
6,95
6,214
6,40
6,58
6,186
6,79
6,207
6,216
6,115
6,5
6,101
6,110
6,131
6,213
6,206
6,96
6,117
6,25
6,144
6,217
6,183
21,135
21,110
21,55
21,61
21,16
21,159
21,143
21,133
135,22
135,8
4,64
4,128
4,201
4,39
4,121
4,105
4,114
4,171
4,146
4,212
4,207
4,72
4,218
4,186
4,179
4,69
64,59
64,73
14,184
14,0
14,150
14,15
14,154
14,44
14,74
14,193
14,83
14,28
14,92
14,147
14,149
14,213
14,23
14,181
14,199
14,55
14,201
14,146
14,39
14,194
14,178
14,68
14,196
14,180
14,164
14,127
14,84
14,93
14,157
14,102
184,45
59,13
128,130
128,129
210,209
164,165
164,155
164,166
165,166
45,83
45,36
45,134
45,155
45,152
45,161
45,72
83,84
201,196
22,154
22,174
22,80
22,129
154,153
150,152
150,19
150,8
150,151
150,13
11,23
11,172
11,101
11,46
11,121
11,139
11,162
11,18
11,212
11,38
11,166
11,175
11,77
11,40
11,113
11,177
11,79
11,198
11,24
11,33
11,72
11,17
11,56
11,74
11,147
11,67
11,94
23,20
110,109
110,111
55,56
49,144
49,208
49,169
49,36
49,34
49,78
144,140
121,118
208,209
208,206
208,2
181,183
181,182
13,108
13,206
13,27
13,113
108,111
172,171
172,8
191,194
191,196
19,185
19,113
19,170
19,99
19,74
19,122
19,131
19,215
19,17
185,186
106,107
106,7
66,71
71,69
77,78
77,48
197,218
197,195
218,199
73,7
205,198
205,203
101,48
46,47
46,29
46,26
207,213
207,212
213,212
153,157
157,167
89,93
89,92
89,88
89,91
171,173
116,48
140,141
141,142
27,38
60,62
60,61
60,65
60,2
62,7
62,8
78,76
48,161
48,169
48,155
48,75
65,67
29,47
146,149
92,91
12,31
12,10
12,30
182,180
7,80
7,159
7,216
7,63
61,84
198,203
111,113
88,90
2,212
212,211
142,143
142,8
50,72
50,220
50,87
221,220
84,85
195,200
3,222
3,219
158,160
160,163
5,219
129,126
10,26
16,25
162,178
52,53
52,57
53,51
95,94
95,96
95,98
40,8
187,189
18,17
18,24
8,33
8,97
8,216
8,35
8,202
8,94
8,115
216,217
123,124
97,98
134,120
57,54
118,127
118,120
35,34
126,119
133,137
102,103
