0,48
0,80
0,14
0,4
0,11
4,47
4,39
4,44
4,70
4,72
4,75
4,78
4,64
4,91
4,100
4,105
4,127
4,119
4,179
4,182
4,201
4,50
4,6
4,48
6,47
6,37
6,41
6,44
6,66
6,71
6,80
6,72
6,78
6,79
6,82
6,81
6,99
6,90
6,91
6,110
6,117
6,118
6,143
6,127
6,145
6,172
6,166
6,179
6,182
6,190
6,193
6,8
8,32
8,65
8,66
8,71
8,62
8,80
8,99
8,110
8,117
8,143
8,172
8,180
8,190
8,13
8,21
11,47
11,37
11,39
11,41
11,66
11,62
11,74
11,80
11,70
11,72
11,75
11,78
11,79
11,82
11,81
11,99
11,91
11,100
11,117
11,143
11,119
11,145
11,172
11,166
11,179
11,180
11,182
11,190
11,188
11,193
13,65
13,62
13,74
13,118
13,187
14,47
14,37
14,39
14,41
14,44
14,62
14,74
14,63
14,70
14,72
14,78
14,79
14,82
14,81
14,64
14,99
14,100
14,105
14,110
14,117
14,118
14,143
14,127
14,145
14,172
14,166
14,179
14,180
14,187
14,190
14,196
14,188
14,193
14,201
143,21
143,145
145,45
21,66
21,71
21,62
21,63
21,110
21,190
21,196
32,37
166,48
39,48
39,41
39,45
41,48
45,72
45,75
45,78
45,82
45,64
45,91
45,105
45,119
45,182
45,188
47,48
48,70
48,75
48,81
48,179
50,72
50,75
50,64
50,90
50,91
50,127
50,182
50,188
50,193
180,182
187,188
187,190
188,190
190,193
63,62
63,79
63,64
64,62
65,66
66,70
66,71
196,201
62,72
62,75
70,71
72,75
74,75
75,78
80,81
80,82
81,82
99,100
118,119
118,127
119,127
