55,57
21,71
21,190
21,16
21,20
21,93
21,8
21,222
21,197
71,66
71,69
71,6
190,198
62,72
62,60
62,73
62,59
72,4
14,184
14,214
14,24
14,115
14,179
14,218
14,74
14,193
14,131
14,85
14,149
14,60
14,23
14,96
14,89
14,153
14,137
14,201
14,167
14,176
14,139
14,105
14,178
14,77
14,132
14,205
14,180
14,118
14,84
184,49
184,45
184,183
13,97
13,74
13,59
13,187
13,141
13,113
59,64
59,8
59,63
59,60
164,165
164,6
164,166
8,174
8,32
8,3
8,132
8,125
8,102
8,88
8,42
8,106
8,26
8,172
8,138
8,202
8,156
8,12
174,22
174,176
7,154
7,61
7,93
7,143
7,216
154,156
154,159
159,160
159,177
160,158
160,163
4,137
4,39
4,112
4,121
4,2
4,107
4,210
4,109
4,212
4,47
4,86
4,214
4,24
4,56
4,67
4,69
4,181
137,138
100,101
214,213
2,194
2,166
2,111
2,60
194,11
39,38
39,41
39,40
50,91
50,182
50,127
50,90
50,193
50,220
91,92
48,136
48,111
48,179
48,81
48,181
48,67
48,149
48,96
48,3
48,144
48,155
48,130
48,77
138,133
138,11
121,141
121,127
121,140
6,148
6,162
6,52
6,116
6,125
6,173
6,118
6,157
6,47
6,193
6,104
6,122
6,90
6,209
6,99
6,204
6,30
6,208
6,183
6,128
148,129
61,63
61,19
61,83
61,84
63,73
182,180
182,181
182,45
127,126
11,172
11,46
11,185
11,169
11,178
11,146
11,20
11,84
11,93
11,47
11,166
11,120
11,86
11,40
11,42
11,106
11,170
11,9
11,81
11,145
11,92
11,186
172,170
207,211
207,213
19,185
19,141
19,180
19,102
19,113
19,131
19,76
19,140
19,124
19,206
19,215
19,17
208,210
208,206
111,109
40,43
43,41
66,70
66,67
94,96
96,95
129,128
22,32
22,84
22,141
22,143
22,54
22,216
22,106
10,20
10,15
10,16
15,16
15,12
16,12
16,25
32,36
115,116
179,169
46,26
134,135
3,222
38,27
132,130
9,12
12,26
80,81
80,1
80,82
81,82
143,149
143,142
143,146
199,218
89,93
89,90
89,92
52,51
52,53
141,144
189,216
189,187
189,215
216,217
193,198
193,191
198,191
198,203
198,205
29,47
29,28
49,169
49,219
49,36
49,34
49,67
49,78
104,105
105,45
173,171
118,120
151,152
151,156
152,45
203,205
88,90
45,119
45,36
45,130
45,161
51,53
142,145
157,167
85,84
5,219
73,86
130,126
196,201
220,221
17,18
76,78
123,147
