0,F2M32
1,F2F30
2,Brother
3,Class
4,Male
5,Child
6,Person
7,Daughter
8,Female
9,F10F172
10,F10M173
11,F10F186
12,Grandmother
13,NamedIndividual
14,F10M171
15,F10F179
16,F10F174
17,F10F177
18,Mother
19,F10F175
20,Sister
21,Granddaughter
22,F10M176
23,F10M178
24,F10M180
25,F10F181
26,F10F195
27,F10F185
28,F10M184
29,F10F192
30,F10M187
31,F10F193
32,F10F189
33,F10M190
34,F10F191
35,F10M188
36,F10M194
37,F10M196
38,F10M197
39,F10F198
40,F10M199
41,F10F200
42,F10F201
43,F10M202
44,Father
45,F10M182
46,F10M183
47,Son
48,Grandson
49,Grandfather
50,F1F2
51,F1F3
52,F1M1
53,F1F7
54,F1F5
55,F1M6
56,F1M4
57,F1M8
58,F2F10
59,F2M11
60,F2F36
61,F2F19
62,F2F26
63,F2M9
64,F2F12
65,F2F15
66,F2M13
67,F2F14
68,F2M16
69,F2M18
70,F2F17
71,F2M20
72,F2F28
73,F2F22
74,F2M21
75,F2F24
76,F2M25
77,F2M23
78,F2M27
79,F2F33
80,F2M35
81,F2M34
82,F2M37
83,F2F38
84,F2M39
85,F2M29
86,F2M31
87,F3F41
88,F3F42
89,F3M40
90,F3M43
91,F3M44
92,F3F53
93,F3F46
94,F3M47
95,F3M45
96,F3F48
97,F3F52
98,F3F49
99,F3M50
100,F3M51
101,F4F55
102,F4M54
103,F4F56
104,F4M57
105,F4F58
106,F4M59
107,F5F61
108,F5M60
109,F5F62
110,F5M64
111,F5M63
112,F5F65
113,F5M66
114,F5F67
115,F5M68
116,F6F101
117,F6F70
118,F6M71
119,F6F84
120,F6M92
121,F6F72
122,F6M73
123,F6F74
124,F6F76
125,F6F77
126,F6M69
127,F6M78
128,F6F79
129,F6M81
130,F6F82
131,F6F83
132,F6F87
133,F6M85
134,F6F86
135,F6M90
136,F6M88
137,F6F89
138,F6F91
139,F6F93
140,F6F94
141,F6F96
142,F6F97
143,F6M100
144,F6M95
145,F6M98
146,F6M75
147,F6M80
148,F6M99
149,F7F103
150,F7M104
151,F7M102
152,F7F105
153,F7F106
154,F7M115
155,F7F121
156,F7F119
157,F7M107
158,F7F108
159,F7M113
160,F7M110
161,F7F111
162,F7F114
163,F7F116
164,F7F118
165,F7M117
166,F7M120
167,F7M122
168,F7M123
169,F7F124
170,F7M125
171,F7F127
172,F7F126
173,F7F129
174,F7M128
175,F7M130
176,F7M109
177,F7M112
178,F7M131
179,F8F133
180,F8M134
181,F8M132
182,F8F135
183,F8M136
184,F8F137
185,F8M138
186,F9F140
187,F9M139
188,F9M167
189,F9F141
190,F9F143
191,F9M157
192,F9M142
193,F9M151
194,F9F150
195,F9F148
196,F9F145
197,F9M153
198,F9M147
199,F9M144
200,F9M149
201,F9F152
202,F9F154
203,F9F156
204,F9M155
205,F9F158
206,F9M162
207,F9M159
208,F9F160
209,F9M161
210,F9F163
211,F9M166
212,F9F164
213,F9M165
214,F9F168
215,F9F169
216,F9M170
217,F9M146
218,Grandchild
219,Grandparent
220,Parent
221,PersonWithASibling
